"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"154","Connor Murphy","CHI","D","68","1216.7","1","16","3","13","17","39.53","78","1.28","3.58","187","112","52","7","6","16","46","20","18","2","0","14","60","14","114","130","134","0","0","-"
"190","Adam Pelech","NYI","D","60","1091.8833333333","0","17","4","13","17","42.50","102","0.00","5.15","268","175","69","10","10","24","32","15","15","0","0","8","56","32","64","118","69","0","0","-"
"285","Travis Sanheim","PHI","D","82","1643.25","7","10","6","4","17","24.64","117","5.98","7.64","257","177","96","19","11","17","34","17","17","0","0","12","117","40","77","153","129","0","0","-"
"394","Steven Lorentz","TOR","C","80","739.91666666667","6","11","5","6","17","70.83","68","8.82","7.78","130","102","60","33","3","7","5","1","0","1","0","7","22","12","195","73","50","8","18","30.77"
"396","Jalen Chatfield","CAR","D","79","1312.1333333333","7","10","4","6","17","28.33","111","6.31","3.69","295","184","59","6","15","21","35","15","14","1","0","7","77","25","59","155","52","0","0","-"
"462","Michael Carcone","UTA","L","53","555.83333333333","7","10","3","7","17","65.38","70","10.00","7.19","169","116","78","37","4","16","36","11","8","2","1","10","38","6","45","47","11","5","4","55.56"
"474","Zach Aston-Reese","CBJ","C","79","941.1","6","11","6","5","17","56.67","92","6.52","12.52","176","129","102","61","10","20","25","11","10","1","0","12","39","11","170","60","51","2","3","40.00"
"486","Cody Glass","N.J, PIT","C","65","740.46666666667","5","12","10","2","17","62.96","79","6.33","9.1","168","124","101","37","2","14","16","8","8","0","0","8","29","12","52","62","31","218","187","53.83"
"522","Eetu Luostarinen","FLA","C","80","994.25","7","10","5","5","17","51.52","70","10.00","10.53","160","118","100","56","5","16","28","13","13","0","0","11","40","16","173","131","47","27","30","47.37"
"590","Jonatan Berggren","DET","R","75","897.76666666667","8","9","7","2","17","70.83","74","10.81","9.65","159","121","83","31","5","13","14","7","7","0","0","15","30","11","40","72","16","4","12","25.00"
"695","Braden Schneider","NYR","D","80","1255.85","4","13","5","8","17","32.08","88","4.55","3.48","211","128","55","8","2","27","16","8","8","0","0","7","92","14","137","212","126","0","0","-"
"712","Jake Sanderson","OTT","D","80","1337.0333333333","5","12","5","7","17","41.46","123","4.07","4.07","276","175","67","4","12","14","8","4","4","0","0","6","83","36","28","184","109","0","0","-"
"818","Emil Lilleberg","T.B","D","76","1089.2666666667","1","16","8","8","17","44.74","46","2.17","2.52","163","98","35","6","5","14","105","36","28","7","1","21","54","12","109","188","53","0","0","-"
"41","Jordan Eberle","SEA","R","42","538.9","6","10","9","1","16","64.00","53","11.32","6.84","104","82","73","39","3","10","12","6","6","0","0","5","27","20","13","44","24","6","7","46.15"
"50","Jared Spurgeon","MIN","D","66","1125.6","5","11","5","6","16","36.36","88","5.68","3.57","207","128","50","7","6","22","8","4","4","0","0","2","49","17","49","95","105","0","0","-"
"65","Brayden McNabb","VGK","D","82","1439.5833333333","4","12","7","5","16","23.53","93","4.30","3.67","238","146","65","8","14","16","30","15","15","0","0","6","77","20","106","116","120","0","0","-"
"73","Craig Smith","CHI, DET","C","59","610.6","7","9","7","2","16","59.26","83","8.43","6.4","151","116","68","26","7","20","34","13","12","0","1","5","36","16","56","38","30","5","12","29.41"
"126","Sean Kuraly","CBJ","C","82","870.95","5","11","9","2","16","51.61","79","6.33","9.13","183","134","89","42","8","19","38","16","14","2","0","12","37","17","159","49","33","281","228","55.21"
"150","Jonas Brodin","MIN","D","50","1006.3","4","12","3","9","16","40.00","68","5.88","1.83","171","95","38","5","3","15","18","9","9","0","0","3","50","19","26","88","89","0","0","-"
"172","Mark Jankowski","CAR, NSH","C, L","60","620.58333333333","11","5","4","1","16","76.19","58","18.97","9.06","117","90","80","50","4","11","17","7","6","1","0","4","31","5","27","53","28","175","163","51.78"
"173","Olli Maatta","DET, UTA","D","77","1320.1333333333","2","14","8","6","16","35.56","66","3.03","4.17","170","111","52","8","6","16","12","6","6","0","0","7","100","24","23","179","97","0","0","-"
"260","Nikita Zadorov","BOS","D","81","1417.85","2","14","5","9","16","29.63","84","2.38","3.38","229","134","54","5","7","14","128","47","39","6","2","20","97","21","199","124","86","0","0","-"
"349","Tommy Novak","NSH, PIT","C","54","620.96666666667","12","4","4","0","16","76.19","75","16.00","8.45","128","102","89","36","5","13","4","2","2","0","0","4","46","12","5","73","25","81","110","42.41"
"368","Lawson Crouse","UTA","L","81","942.63333333333","11","5","2","3","16","51.61","110","10.00","13.94","209","171","129","58","14","10","37","14","11","3","0","12","59","14","188","55","37","16","20","44.44"
"406","Luke Kunin","CBJ, S.J","C","75","901.38333333333","10","6","3","3","16","61.54","98","10.20","12.3","191","140","109","59","12","24","51","21","18","3","0","15","25","10","186","61","64","127","147","46.35"
"460","Michael Eyssimont","SEA, T.B","C","77","807.76666666667","9","7","3","4","16","57.14","142","6.34","14.73","250","200","124","63","8","28","61","26","23","3","0","22","33","12","109","115","23","5","12","29.41"
"463","Justin Brazeau","BOS, MIN","R","76","800","6","10","7","3","16","69.57","73","8.22","9.77","137","111","86","48","9","15","6","3","3","0","0","8","37","12","123","59","37","2","10","16.67"
"472","Justin Danforth","CBJ","R","61","720.73333333333","7","9","6","3","16","61.54","82","8.54","10.36","126","110","81","50","5","17","18","9","9","0","0","1","25","7","125","59","31","270","265","50.47"
"489","Urho Vaakanainen","ANA, NYR","D","51","785.43333333333","2","14","6","8","16","48.48","42","4.76","1.9","106","72","25","6","5","10","16","8","8","0","0","8","38","10","16","76","46","0","0","-"
"524","Johnathan Kovacevic","N.J","D","81","1362.3166666667","1","15","9","6","16","34.04","72","1.39","3.15","213","123","49","3","15","16","72","30","26","4","0","10","93","26","91","127","72","0","0","-"
"536","Sean Walker","CAR","D","82","1236.0333333333","5","11","6","5","16","35.56","125","4.00","5.78","333","193","100","9","10","24","46","21","21","0","0","8","62","40","83","186","82","0","0","-"
"598","Cole Koepke","BOS","L","73","752.48333333333","9","7","5","2","16","66.67","76","11.84","8.31","148","117","66","34","9","12","17","6","5","1","0","9","29","7","174","74","26","0","2","0.00"
"617","Blake Lizotte","PIT","C","59","654.18333333333","8","8","5","3","16","76.19","43","18.60","5.11","91","67","47","22","2","7","26","13","13","0","0","4","34","8","57","72","25","157","138","53.22"
"648","Alex Vlasic","CHI","D","82","1504.1333333333","3","13","6","7","16","26.23","82","3.66","3.02","179","123","43","7","3","16","10","5","5","0","0","7","86","46","50","143","122","0","0","-"
"651","Philip Tomasino","NSH, PIT","C, R","61","700.11666666667","8","8","6","2","16","69.57","85","9.41","7.66","144","112","85","36","10","15","6","3","3","0","0","9","29","16","62","75","23","5","12","29.41"
"696","Connor Zary","CGY","C","54","716.5","10","6","2","4","16","80.00","85","11.76","10.14","165","127","92","48","5","19","14","7","7","0","0","9","36","8","25","68","26","75","124","37.69"
"850","Pavel Mintyukov","ANA","D","68","1036.8333333333","5","11","7","4","16","32.00","58","8.62","3.65","152","96","52","10","1","16","16","8","8","0","0","4","59","12","77","66","76","0","0","-"
"852","Frank Nazar","CHI","C","53","677.63333333333","6","10","6","4","16","64.00","68","8.82","8.85","135","104","91","43","8","13","22","7","6","0","1","15","41","8","26","56","31","139","168","45.28"
"21","Ian Cole","UTA","D","82","1374.9333333333","1","14","7","7","15","29.41","64","1.56","3.46","183","114","44","6","5","10","75","34","33","1","0","8","113","20","91","119","149","0","0","-"
"75","David Savard","MTL","D","75","974.71666666667","1","14","5","9","15","51.72","44","2.27","1.69","107","67","35","1","6","11","32","12","11","0","1","5","47","14","50","71","125","0","0","-"
"78","Erik Haula","N.J","L","69","832.96666666667","8","7","4","3","15","48.39","90","8.89","11.24","165","139","92","54","10","19","37","17","16","1","0","8","41","13","97","54","26","319","285","52.81"
"84","Radko Gudas","ANA","D","81","1360.9","0","15","11","4","15","30.61","80","0.00","3.08","240","137","62","3","12","24","78","32","29","2","1","16","100","15","229","107","137","0","0","-"
"114","Sam Carrick","NYR","C","80","850.15","4","11","6","5","15","57.69","77","5.19","8.37","152","116","81","47","6","16","58","23","19","4","0","12","50","15","135","72","36","350","298","54.01"
"174","Mike Matheson","MTL","D","80","1448.9666666667","3","12","8","4","15","26.32","111","2.70","4.95","280","159","68","15","12","17","28","14","14","0","0","10","95","27","53","99","108","0","0","-"
"194","Colton Sissons","NSH","C","72","827.33333333333","6","9","8","1","15","62.50","67","8.96","7.79","130","104","77","50","10","10","20","10","10","0","0","6","31","16","96","60","55","246","189","56.55"
"245","Brett Pesce","N.J","D","72","1305.3833333333","1","14","9","5","15","34.88","90","1.11","3.55","206","123","60","8","8","14","27","11","10","1","0","11","60","23","23","104","96","0","0","-"
"249","Seth Jones","CHI, FLA","D","63","1138.65","4","11","7","4","15","35.71","92","4.35","3.68","223","139","56","7","7","17","20","10","10","0","0","5","69","19","84","96","87","0","0","-"
"259","Ryan Pulock","NYI","D","74","1268.1166666667","4","11","7","4","15","32.61","72","5.56","2.54","188","110","46","1","7","22","14","7","7","0","0","9","66","29","94","110","107","0","0","-"
"265","Nathan Walker","STL","L","73","812.68333333333","8","7","4","3","15","68.18","65","12.31","6.83","123","94","69","31","4","5","63","20","14","5","1","20","39","10","279","95","52","72","65","52.55"
"318","Pierre Engvall","NYI","L","62","719.08333333333","8","7","2","5","15","65.22","88","9.09","7.39","155","111","82","28","4","15","16","8","8","0","0","3","36","7","47","40","12","10","22","31.25"
"343","A.J. Greer","FLA","L","81","728.01666666667","4","11","10","1","15","68.18","82","4.88","10.55","157","119","93","50","8","22","118","41","33","6","2","28","43","8","215","81","28","14","26","35.00"
"372","Joel Eriksson Ek","MIN","C","46","623.43333333333","8","7","4","3","15","57.69","89","8.99","8.72","144","122","80","44","8","17","18","8","8","0","0","10","23","10","75","49","27","278","305","47.68"
"504","Miro Heiskanen","DAL","D","50","970.93333333333","4","11","5","6","15","35.71","76","5.26","4.36","202","116","67","13","4","18","10","5","5","0","0","9","61","25","13","98","69","0","0","-"
"507","Dylan Samberg","WPG","D","60","1077.5333333333","5","10","7","3","15","26.32","85","5.88","2.66","209","123","52","2","6","15","16","8","8","0","0","3","62","28","47","104","91","0","0","-"
"597","Nikolai Kovalenko","COL, S.J","R","57","641.1","3","12","7","5","15","55.56","36","8.33","4.26","81","62","48","25","5","3","14","7","7","0","0","12","37","16","83","64","24","0","4","0.00"
"609","Egor Zamula","PHI","D","63","944.55","3","12","5","7","15","40.54","34","8.82","1.03","105","54","23","1","3","5","6","3","3","0","0","2","51","13","22","67","82","0","0","-"
"620","Brett Leason","ANA","R","62","648.13333333333","4","11","4","7","15","65.22","59","6.78","6.06","126","96","56","24","4","11","18","9","9","0","0","5","28","4","62","63","33","23","48","32.39"
"700","Kaiden Guhle","MTL","D","55","1004.65","6","9","6","3","15","36.59","69","8.70","2.73","164","108","41","3","7","12","47","19","16","3","0","11","45","10","94","116","87","0","0","-"
"720","Brock Faber","MIN","D","78","1544.4666666667","7","8","1","7","15","31.25","105","6.67","4.56","255","158","81","15","6","24","21","9","8","1","0","9","95","27","28","94","86","0","0","-"
"761","Mason Lohrei","BOS","D","77","1242.8","4","11","2","9","15","28.85","65","6.15","4.39","184","109","59","12","6","15","12","6","6","0","0","10","93","27","23","119","97","0","0","-"
"770","Josh Doan","UTA","R","51","600.08333333333","4","11","7","4","15","68.18","73","5.48","8.54","159","121","74","36","10","16","6","3","3","0","0","5","23","10","45","51","14","26","38","40.63"
"10","Kris Letang","PIT","D","74","1370.8666666667","4","10","2","8","14","27.45","130","3.08","5.08","293","184","78","14","13","30","38","19","19","0","0","11","86","32","106","95","82","0","0","-"
"37","Zach Bogosian","MIN","D","81","1111.95","4","10","5","5","14","41.18","72","5.56","2.23","187","113","46","11","8","16","41","18","17","1","0","4","60","18","77","56","68","0","0","-"
"47","Gustav Nyquist","MIN, NSH","C, R","79","1014.1833333333","3","11","5","6","14","53.85","68","4.41","8","167","117","98","41","6","15","14","7","7","0","0","9","53","14","40","57","27","8","16","33.33"
"83","Brenden Dillon","N.J","D","82","1267.5666666667","2","12","1","11","14","25.00","46","4.35","2.22","170","94","40","4","7","18","63","24","19","5","0","11","68","6","168","131","83","0","0","-"
"93","Justin Faulk","STL","D","78","1402.25","2","12","5","7","14","35.90","96","2.08","4.36","231","141","66","9","9","30","26","13","13","0","0","5","89","25","71","67","93","0","0","-"
"98","Kevin Hayes","PIT","R","64","612.06666666667","8","6","3","3","14","63.64","72","11.11","9.7","149","117","82","43","9","24","6","3","3","0","0","6","27","13","50","23","8","193","184","51.19"
"108","Tyler Seguin","DAL","C","20","248.4","4","10","6","4","14","77.78","32","12.50","5.05","65","46","45","18","2","3","2","1","1","0","0","1","10","4","4","7","6","70","60","53.85"
"130","Nick Cousins","OTT","C","50","580.31666666667","6","8","5","3","14","60.87","67","8.96","7.17","123","94","64","32","12","13","41","19","18","1","0","16","22","5","83","69","25","1","6","14.29"
"136","Boone Jenner","CBJ","C","26","356.86666666667","4","10","6","4","14","56.00","45","8.89","6.82","90","78","58","36","3","7","4","2","2","0","0","6","21","3","39","13","16","80","77","50.96"
"151","Jamie Oleksiak","SEA","D","82","1271.2333333333","4","10","7","3","14","32.56","63","6.35","3.33","169","113","50","9","8","12","28","10","9","0","1","9","75","22","65","99","122","0","0","-"
"213","Nate Schmidt","FLA","D","80","1139.2","5","9","4","5","14","33.33","59","8.47","3.32","179","108","48","7","6","13","30","12","10","2","0","8","77","21","79","87","64","0","0","-"
"226","Mattias Janmark","EDM","C","80","914.21666666667","1","13","8","5","14","60.87","42","2.38","6.55","96","71","64","38","3","5","22","11","11","0","0","13","44","16","40","81","33","86","126","40.57"
"376","John Marino","UTA","D","35","625.16666666667","1","13","7","6","14","46.67","29","3.45","1.7","72","41","21","4","3","9","2","1","1","0","0","2","29","9","9","62","36","0","0","-"
"384","Will Borgen","NYR, SEA","D","84","1296.1333333333","4","10","4","6","14","26.92","77","5.19","2.63","206","123","47","5","6","20","38","12","9","2","1","13","69","21","114","176","103","0","0","-"
